Taxon name,Author
Randia nigricans,Schltr.
Randia nitida,(Kunth) DC.
Randia oaxacana,Standl.
Randia obcordata,S.Watson
Randia obovata,Ruiz & Pav.
Randia parvifolia,Lam.
Randia pascualii,Borhidi & Salas-Mor.
Randia petenensis,Lundell
Randia pittieri,(Standl.) Standl.
Randia pringlei,A.Gray
Randia pseudoterminalis,Guillaumin
Randia pterocarpa,Lorence & Dwyer
Randia pubistyla,C.Gust.
Randia schumanniana,Merr. & L.M.Perry
Randia serboi,Borhidi & Saynes
Randia sezitat,Guillaumin
Randia tessmannii,Standl.
Randia tetracantha,(Cav.) DC.
Randia thurberi,S.Watson
Randia truncata,Greenm. & C.H.Thomps.
Randia tubericollis,"Borhidi, E.Martínez & A.Nava"
Randia vazquezii,Lorence & Dwyer
Randia veracruzana,Borhidi & E.Martínez
Randia xalapensis,M.Martens & Galeotti
Rapanea avenis,(Blume) Mez
Rapanea brassii,P.Royen
Rapanea capitellata,(Wall.) Mez
Rapanea collina,(Nadeaud) Mez
Rapanea crassiramea,A.C.Sm.
Rapanea daphnites,(Mart.) Mez
Rapanea erythroxyloides,(Thouars ex Roem. & Schult.) Mez   
Rapanea fosbergii,(Hosaka) O. Deg. & I. Deg.
Rapanea gilliana,(Sond.) Mez
Rapanea hadrocarpa,A.C.Sm.
Rapanea hasseltii,(Blume ex Scheff.) Mez
Rapanea lecardii,Mez
Rapanea longifolia,(Nadeaud) Mez
Rapanea melanophloeos,(L.) Mez
Rapanea myricifolia,(A.Gray) Mez
Rapanea myricoides,(Schltdl.) Lundell
Rapanea ovalis,(Nadeaud) Mez
Rapanea perakensis,(King & Gamble) B.C. Stone
Rapanea polyantha,A.C.Sm.
Rapanea porteriana,(Wall. & A. DC.) Mez
Rapanea rawacensis,(A.DC.) Mez
Rapanea rhododendroides,(Gilg) Mez
Rapanea salicina,(Heward) Mez
Rapanea trinitatis,(A.DC.) Mez
Rapanea umbellulata,(A.DC.) Mez
Rapanea wightiana,(Wall. ex A. DC.) Mez
Raphia africana,Otedoh
Raphia australis,Oberm. & Strey
Raphia farinifera,(Gaertn.) Hyl.
Raphia gentiliana,De Wild.
Raphia hookeri,G.Mann & H.Wendl.
Raphia laurentii,De Wild.
Raphia longiflora,G.Mann & H.Wendl.
Raphia monbuttorum,Drude
Raphia palma-pinus,(Gaertn.) Hutch.
Raphia regalis,Becc.
Raphia rostrata,Burret
Raphia ruwenzorica,Otedoh
Raphia sese,De Wild.
Raphia sudanica,A.Chev.
Raphia taedigera,(Mart.) Mart.
Raphia textilis,Welw.
Raphia vinifera,P.Beauv.
Raphistemma hooperianum,(Blume) Decne.
Raputia amazonica,(Huber) Kallunki
Raputia aromatica,Aubl.
Raputia heptaphylla,Pittier
Raputia maroana,(R.S.Cowan) Kallunki
Raputia megalantha,Kallunki
Raputia neblinensis,(R.S.Cowan) Kallunki
Raputia szczerbanii,(Steyerm.) Kallunki
Raputiarana heptaphylla,(Pittier) Kallunki
Raputiarana subsigmoidea,(Ducke) Emmerich
Raritebe palicoureoides,Wernham
Rauia nodosa,(Engl.) Kallunki
Rauia prancei,Rodr. & Silva
Rauia resinosa,Nees & C. Mart.
Rauia spicata,Haye
Rauia subtruncata,Steyerm.
Raukaua edgerleyi,(Hook.f.) Seem.
Raukaua gunnii,(Hook.f.) Frodin
Raukaua laetevirens,(Gay) Frodin
Raukaua simplex,"(G.Forst.) A.D.Mitch., Frodin & Heads"
Raukaua valdiviensis,(Gay) Frodin
Raulinoreitzia crenulata,(Spreng.) R.M.King & H.Rob.
Rauvolfia amsoniifolia,A.DC.
Rauvolfia andina,Markgr.
Rauvolfia aphlebia,(Standl.) A.H.Gentry
Rauvolfia atlantica,Emygdio
Rauvolfia bahiensis,A.DC.
Rauvolfia balansae,(Baill.) Boiteau
Rauvolfia biauriculata,Müll.Arg.
Rauvolfia caffra,Sond.
Rauvolfia capixabae,I.Koch & Kin.-Gouv.
Rauvolfia capuronii,Markgr.
Rauvolfia chaudocensis,Pierre ex Pit.
Rauvolfia cubana,A.DC.
Rauvolfia dichotoma,K.Schum.
Rauvolfia gracilis,I.Koch & Kin.-Gouv.
Rauvolfia grandiflora,Mart. ex A.DC.
Rauvolfia insularis,Markgr.
Rauvolfia javanica,Koord. & Valeton
Rauvolfia leptophylla,A.S.Rao
Rauvolfia letouzeyi,Leeuwenb.
Rauvolfia ligustrina,Roem. & Schult.
Rauvolfia linearifolia,Britton & P.Wilson
Rauvolfia littoralis,Rusby
Rauvolfia macrantha,K.Schum. ex Markgr.
Rauvolfia mannii,Stapf
Rauvolfia mattfeldiana,Markgr.
Rauvolfia maxima,Markgr.
Rauvolfia media,Pichon
Rauvolfia moluccana,Markgr.
Rauvolfia mombasiana,Stapf
Rauvolfia nitida,Jacq.
Rauvolfia nukuhivensis,(Fosberg & Sachet) Lorence & Butaud
Rauvolfia obtusiflora,A.DC.
Rauvolfia oligantha,Hendrian
Rauvolfia pachyphylla,Markgr.
Rauvolfia paraensis,Ducke
Rauvolfia pentaphylla,Ducke
Rauvolfia polyphylla,Benth.
Rauvolfia praecox,K.Schum. ex Markgr.
Rauvolfia pruinosifolia,I.Koch & Kin.-Gouv.
Rauvolfia purpurascens,Standl.
Rauvolfia rostrata,Markgr.
Rauvolfia sachetiae,Fosberg
Rauvolfia salicifolia,Griseb.
Rauvolfia sanctorum,Woodson
Rauvolfia sandwicensis,A.DC.
Rauvolfia schuelii,Speg.
Rauvolfia sellowii,Müll.Arg.
Rauvolfia semperflorens,(Müll.Arg.) Schltr.
Rauvolfia serpentina,(L.) Benth. ex Kurz
Rauvolfia sprucei,Müll.Arg.
Rauvolfia steyermarkii,Woodson
Rauvolfia sumatrana,Jack
Rauvolfia tetraphylla,L.
Rauvolfia verticillata,(Lour.) Baill.
Rauvolfia viridis,Roem. & Schult.
Rauvolfia volkensii,(K.Schum.) Stapf
Rauvolfia vomitoria,Afzel.
Ravenala madagascariensis,Sonn.
Ravenea albicans,(Jum.) Beentje
Ravenea beentjei,Rakotoarin. & J.Dransf.
Ravenea delicatula,Rakotoarinivo
Ravenea dransfieldii,Beentje
Ravenea glauca,Jum. & H.Perrier
Ravenea hildebrandtii,H.Wendl. ex C.D.Bouché
Ravenea hypoleuca,Rakotoarin. & J.Dransf.
Ravenea julietiae,Beentje
Ravenea krociana,Beentje
Ravenea lakatra,(Jum.) Beentje
Ravenea latisecta,Jum.
Ravenea louvelii,Beentje
Ravenea madagascariensis,Becc.
Ravenea moorei,J.Dransf. & N.W.Uhl
Ravenea musicalis,Beentje
Ravenea nana,Beentje
Ravenea rivularis,Jum. & H.Perrier
Ravenea robustior,Jum. & H.Perrier
Ravenea sambiranensis,Jum. & H.Perrier
Ravenea xerophila,Jum.
Ravenia biramosa,Ducke
Ravenia infelix,Vell.
Ravenia polygalaecalyx,Ducke
Ravenia pseudalterna,Ducke
Ravenia rosea,Lebas
Ravenia spectabilis,(Lindl.) Engl.
Ravenia urbanii,Engl. Ex Urban
Raveniopsis ruellioides,(Oliv.) R.S.Cowan
Raveniopsis stelligera,(R.S.Cowan) R.S.Cowan
Ravensara acutifolia,Kosterm.
Ravensara affinis,Kosterm.
Ravensara coriacea,Kosterm.
Ravensara elliptica,Kosterm.
Ravensara floribunda,Baill.
Ravensara impressa,Kosterm.
Ravensara macrophylla,Kosterm.
Ravensara montana,Kosterm.
Ravensara perareolata,Kosterm.
Ravensara perrieri,Dubard & Dop
Rawsonia burtt-davyi,(Edlin) F. White
Rawsonia lucida,Harv. & Sond.
Razafimandimbisonia humblotii,(Drake) Kainul. & B.Bremer
Razafimandimbisonia minor,(Baill.) Kainul. & B.Bremer
Razafimandimbisonia orientalis,(Homolle ex Cavaco) Kainul. & B.Bremer
Razafimandimbisonia regalis,(Puff & Robbr.) Kainul. & B.Bremer
Razafimandimbisonia sambiranensis,(Homolle ex Cavaco) Kainul. & B.Bremer
Readea membranacea,Gillespie
Reaumuria botschantzevii,Zuckerw. & Kurbanov
Reaumuria oxiana,(Ledeb.) Boiss.
Recchia connaroides,(Loes. & Soler.) Standl.
Recchia mexicana,Moc. & Sessé ex DC.
Recchia simplicifolia,T.Wendt & E.J.Lott      
Recordia boliviana,Moldenke
Recordia reitzii,(Moldenke) Thode & O'Leary
Recordoxylon pulcherrimum,Barneby
Recordoxylon speciosum,(Benoist) Gazel ex Barneby
Recordoxylon stenopetalum,Ducke
Reevesia botingensis,H.H.Hsue
Reevesia formosana,Sprague
Reevesia glaucophylla,H.H.Hsue
Reevesia lancifolia,H.L.Li
Reevesia lofouensis,Chun & H.H.Hsue
Reevesia longipetiolata,Merr. & Chun
Reevesia lumlingensis,H.H.Hsue ex S.J.Xu
Reevesia orbicularifolia,H.H.Hsue
Reevesia pubescens,Mast.
Reevesia pycnantha,Y.Ling
Reevesia rotundifolia,Chun
Reevesia rubronervia,H.H.Hsue
Reevesia shangszeensis,H.H.Hsue
Reevesia thyrsoidea,Lindl.
Reevesia tomentosa,H.L.Li
Regelia velutina,(Turcz.) C.A.Gardner
Rehdera penninervia,Standl. & Moldenke
Rehdera trinervis,(S.F.Blake) Moldenke
Rehderodendron gongshanense,Y.C.Tang
Rehderodendron indochinense,H.L. Li
Rehderodendron kwangtungense,Chun
Rehderodendron kweichowense,Hu
Rehderodendron macrocarpum,Hu
Reichenbachia paraguayensis,(D. Parodi) Dugand & Daniel
Reinhardtia elegans,Liebm.
Reinhardtia koschnyana,(H.Wendl. & Dammer) Burret
Reinhardtia latisecta,(H.Wendl.) Burret
Reinhardtia paiewonskiana,"Read, Zanoni & M.M.Mejía"
Reinwardtiodendron anamalaiense,(Bedd.) Mabb.
Reinwardtiodendron anamallayan,C.J. Saldanha
Reinwardtiodendron cinereum,(Hiern) Mabb.
Reinwardtiodendron humile,(Hassk.) Mabb.
Reinwardtiodendron kinabaluense,(Kosterm.) Mabb.
Reissantia buchananii,(Loes.) N. Hallé
Remijia amazonica,K.Schum.
Remijia aracamuniensis,(Steyerm.) C.M.Taylor
Remijia argentea,Steyerm.
Remijia asperula,Standl.
Remijia berryi,Steyerm.
Remijia chelomaphylla,G.A.Sullivan
Remijia cinchonicarpa,Sucre
Remijia densiflora,Benth.
Remijia duckei,Standl.
Remijia ferruginea,(A.St.-Hil.) DC.
Remijia firmula,(Mart.) Wedd.
Remijia globosa,(Steyerm.) C.M.Taylor
Remijia glomerata,Huber
Remijia hirsuta,Sucre
Remijia hispida,Spruce ex K.Schum.
Remijia hubbardiorum,B.M.Boom
Remijia longifolia,Benth. ex Standl.
Remijia macrocnemia,(Mart.) Wedd.
Remijia maguirei,Steyerm.
Remijia morilloi,Steyerm.
Remijia pacimonica,Standl.
Remijia physophora,Benth. ex K.Schum.
Remijia pilosinervula,Steyerm.
Remijia roraimae,(Benth.) K.Schum.
Remijia sipapoensis,Steyerm.
Remijia steyermarkii,Standl.
Remijia tenuiflora,Benth.
Remijia ulei,K.Krause
Remijia vaupesiana,Steyerm.
Remijia wurdackii,Steyerm.
Renistipula galeottii,(Standl.) Borhidi
Rennellia borneensis,Baill.
Rennellia elliptica,Korth.
Rennellia elongata,(King & Gamble) Ridl.
Rennellia microcephala,(Ridl.) K.M.Wong
Rennellia morindiformis,(Korth.) Ridl.
Rennellia paniculata,King & Gamble
Rennellia speciosa,(Wall. ex Kurz) Hook.f.
Retiniphyllum chloranthum,Ducke
Retiniphyllum concolor,(Spruce ex Benth.) Müll.Arg.
Retiniphyllum fuchsioides,K.Krause
Retiniphyllum kuhlmannii,Standl.
Retiniphyllum laxiflorum,(Benth.) N.E.Br.
Retiniphyllum pilosum,(Spruce ex Benth.) Müll.Arg.
Retiniphyllum secundiflorum,Humb. & Bonpl.
Retiniphyllum speciosum,(Spruce ex Benth.) Müll.Arg.
Retiniphyllum tepuiense,Steyerm.
Retrophyllum comptonii,(J.Buchholz) C.N.Page
Retrophyllum minus,(Carrière) C.N.Page
Retrophyllum piresii,(Silba) C.N.Page
Retrophyllum rospigliosii,(Pilg.) C.N.Page
Retrophyllum vitiense,(Seem.) C.N.Page
Reutealis trisperma,(Blanco) Airy Shaw
Reynosia affinis,Urb. & Ekman
Reynosia barbatula,M.C.Johnst. & Lundell
Reynosia cuneifolia,Urb. & Ekman
Reynosia domingensis,Urb.
Reynosia guama,Urb.
Reynosia jamaicensis,M.C.Johnst.        
Reynosia krugii,Urb.
Reynosia regia,Urb. & Ekman
Reynosia septentrionalis,Urb.
Reynosia uncinata,Urb.
Reynosia vivesiana,Trejo
Rhabdodendron amazonicum,(Spruce ex Benth.) Huber
Rhabdodendron gardnerianum,(Benth.) Sandwith
Rhabdodendron macrophyllum,(Spruce ex Benth.) Huber
Rhadinopus kurivana,Ridsdale
Rhadinopus papuana,S.Moore
Rhamnella caudata,Merr.
Rhamnella forrestii,W.W. Sm.
Rhamnella franguloides,(Maxim.) Weberb.
Rhamnella gilgitica,Mansf. & Melch.
Rhamnella martinii,(H. Lév.) C.K. Schneid.
Rhamnella rubrinervis,(H.Lév.) Rehder
Rhamnella vitiensis,(Benth.) A.C.Sm.
Rhamnella wilsonii,C.K.Schneid.
Rhamnidium caloneurum,Standl.
Rhamnidium dictyophyllum,Urb.        
Rhamnidium elaeocarpum,Reissek
Rhamnidium glabrum,Reissek
Rhamnidium molle,Reissek
Rhamnoneuron balansae,(Drake) Gilg
Rhamnus alaternus,L.
Rhamnus alpina,L.
Rhamnus arguta,Maxim.
Rhamnus borneensis,Steenis
Rhamnus cathartica,L.
Rhamnus coriophylla,Hand.-Mazz.
Rhamnus crocea,Nutt.
Rhamnus davurica,Pall.
Rhamnus dumetorum,C.K.Schneid.
Rhamnus erythroxylum,Pall.
Rhamnus esquirolii,H. Lév.
Rhamnus glandulosa,Aiton
Rhamnus globosa,Bunge
Rhamnus hemsleyana,C.K.Schneid.
Rhamnus hintonii,M.C. Johnst. & L.A. Johnst.
Rhamnus ilicifolia,Kellogg
Rhamnus imeretina,"Booth, Petz. & Kirchn."
Rhamnus lamprophylla,C.K.Schneid.
Rhamnus lanceolata,Pursh
Rhamnus leptophylla,C.K.Schneid.
Rhamnus liukiuensis,(E.H. Wilson) Koidz.
Rhamnus lojaconoi,Raimondo
Rhamnus longistyla,C.B. Wolf
Rhamnus napalensis,(Wall.) M.A.Lawson
Rhamnus nelsonii,Rose
Rhamnus nigricans,Hand.-Mazz.
Rhamnus oreodendron,L.O. Williams
Rhamnus persicifolia,Moris
Rhamnus pirifolia,Greene
Rhamnus pompana,M.C. Johnst. & L.A. Johnst.
Rhamnus prinoides,L'Hér.
Rhamnus rosthornii,E.Pritz. ex Diels
Rhamnus sargentiana,C.K.Schneid.
Rhamnus serrata,Willd. ex Schult.
Rhamnus staddo,A.Rich.
Rhamnus subapetala,Merr.
Rhamnus tangutica,J.J.Vassil.
Rhamnus taquetii,(H.Lév.) H.Lév.    
Rhamnus triquetra,(Wall.) Brandis
Rhamnus ussuriensis,J.J. Vassil.
Rhamnus utilis,Decne.
Rhamnus virgata,Roxb.
Rhamnus virgatus,Roxb.
Rhamnus wumingensis,Y.L.Chen & P.K.Chou
Rhamnus xizangensis,Y.L.Chen & P.K.Chou
Rhaphiolepis ferruginea,F.P.Metcalf
Rhaphiolepis indica,(L.) Lindl.
Rhaphiolepis lanceolata,Hu
Rhaphiolepis salicifolia,Lindl.
Rhaphiolepis umbellata,(Thunb.) C.K.Schneid.
Rhaphiostylis beninensis,(Hook.f. ex Planch.) Planch. ex Benth.
Rhaphiostylis cordifolia,Hutch. & Dalziel
Rhaphithamnus spinosus,(Juss.) Moldenke
Rhaphithamnus venustus,(Phil.) B.L.Rob.
Rhapis excelsa,(Thunb.) A.Henry
Rhapis vidalii,"Aver., T.H.Nguyên & P.K.Lôc"
Rhaptopetalum beguei,Mangenot
Rhaptopetalum belingense,Letouzey
Rhaptopetalum breteleri,Letouzey
Rhaptopetalum cheekii,Prance
Rhaptopetalum coriaceum,Oliv.
Rhaptopetalum depressum,Letouzey
Rhaptopetalum evrardii,R.Germ.
Rhaptopetalum geophylax,Cheek & Gosline
Rhaptopetalum pachyphyllum,Engl.
Rhaptopetalum roseum,(Gürke) Engl.
Rhaptopetalum sessilifolium,Engl.
Rhaptopetalum sindarense,Pellegr.
Rheedia arubayensis,Coimbra
Rheedia martinii,Maguire
Rhigospira quadrangularis,(Müll.Arg.) Miers
Rhigozum brevispinosum,Kuntze
Rhigozum madagascariense,Drake
Rhigozum obovatum,Burch.
Rhigozum zambesiacum,Baker
Rhipidantha chlorantha,(K.Schum.) Bremek.
Rhizophora annamalayana,Kathiresan
Rhizophora apiculata,Blume
Rhizophora lamarckii,Montrouz.
Rhizophora mangle,L.
Rhizophora mucronata,Poir.
Rhizophora racemosa,G.Mey.
Rhizophora samoensis,(Hochr.) Salvoza
Rhizophora selala,(Salvoza) Toml.
Rhizophora stylosa,Griff.
Rhodamnia acuminata,C.T.White
Rhodamnia andromedoides,Guillaumin
Rhodamnia angustifolia,N.Snow & Guymer
Rhodamnia arenaria,N.Snow
Rhodamnia argentea,Benth.
Rhodamnia australis,A.J.Scott
Rhodamnia blairiana,F.Muell.
Rhodamnia cinerea,Jack
Rhodamnia costata,A.J.Scott
Rhodamnia dumetorum,(DC.) Merr. & L.M.Perry
Rhodamnia dumicola,Guymer & Jessup
Rhodamnia fordii,N.Snow
Rhodamnia glabrescens,Guymer & Jessup
Rhodamnia glauca,Blume
Rhodamnia hylandii,N.Snow
Rhodamnia kamialiensis,N.Snow & W.N.Takeuchi
Rhodamnia lancifolia,A.J.Scott
Rhodamnia latifolia,(Benth.) Miq.
Rhodamnia longisepala,N.Snow & A.J.Ford
Rhodamnia maideniana,C.T.White
Rhodamnia moluccana,Burret
Rhodamnia mulleri,(Korth.) Blume
Rhodamnia novoguineensis,A.J.Scott
Rhodamnia pachyloba,A.J.Scott
Rhodamnia pauciovulata,Guymer
Rhodamnia reticulata,A.J.Scott
Rhodamnia rubescens,(Benth.) Miq.
Rhodamnia sepicana,Diels
Rhodamnia sessiliflora,Benth.
Rhodamnia sharpeana,N.Snow
Rhodamnia tessellata,Steenis ex A.J.Scott
Rhodamnia uniflora,(Ridl.) Burkill
Rhodamnia whiteana,Guymer & Jessup
Rhodocolea boivinii,(Baill.) H.Perrier
Rhodocolea humbertii,Callm. & Phillipson        
Rhodocolea involucrata,(Bojer ex DC.) H.Perrier
Rhodocolea lemuriphila,Zjhra
Rhodocolea magnifica,Callm. & Phillipson        
Rhodocolea multiflora,Zjhra
Rhodocolea nobilis,Baill.
Rhodocolea perrieri,Capuron
Rhodocolea racemosa,(Lam.) H.Perrier
Rhodocolea ranirisonii,"Callm.,  Phillipson & L. Gaut."
Rhodocolea schatzii,A.H. Gentry       
Rhodocolea telfairiae,(Bojer ex Hook.) H.Perrier
Rhododendron acuminatum,Hook.f.
Rhododendron aequabile,J.J.Sm.
Rhododendron agathodaemonis,J.J.Sm.
Rhododendron alabamense,Rehder
Rhododendron alticola,Sleumer
Rhododendron amagianum,(Makino) Makino ex H.Hara
Rhododendron anthosphaerum,Diels
Rhododendron arborescens,(Pursh) Torr.
Rhododendron arboreum,Sm.
Rhododendron argipeplum,Balf.f. & R.E.Cooper
Rhododendron argyrophyllum,Franch.
Rhododendron arizelum,Balf.f. & Forrest
Rhododendron asterochnoum,Diels
Rhododendron atlanticum,(Ashe) Rehder
Rhododendron auriculatum,Hemsl.
Rhododendron aurigeranum,Sleumer
Rhododendron baconii,"Argent, A.L.Lamb & Phillipps"
Rhododendron barbatum,Wall. ex G.Don
Rhododendron basilicum,Balf.f. & W.W.Sm.
Rhododendron beesianum,Diels
Rhododendron beyerinckianum,Koord.
Rhododendron bloembergenii,Sleumer
Rhododendron blumei,Nutt.
Rhododendron brevinerve,Chun & W.P. Fang
Rhododendron bullifolium,Sleumer
Rhododendron buxifolium,H.Low ex Hook.f.
Rhododendron calendulaceum,(Michx.) Torr.
Rhododendron calophytum,Franch.
Rhododendron campanulatum,D.Don
Rhododendron campylocarpum,Hook.f.
Rhododendron canescens,(Michx.) Sweet
Rhododendron championiae,Hook.
Rhododendron chihsinianum,Chun & W.P.Fang
Rhododendron ciliicalyx,Franch.
Rhododendron cinnabarinum,Hook. f.
Rhododendron coeloneurum,Diels
Rhododendron commutatum,Sleumer
Rhododendron coriaceum,Franch.
Rhododendron coryanum,Tagg & Forrest
Rhododendron crinigerum,Franch.
Rhododendron cruttwellii,Sleumer
Rhododendron culminicolum,F.Muell.
Rhododendron cumberlandense,E.L. Braun
Rhododendron cyanocarpum,(Franch.) W.W.Sm.
Rhododendron dasycladoides,Hand.-Mazz.
Rhododendron davidii,Franch.
Rhododendron dayaoshanense,L.M.Gao & D.Z.Li
Rhododendron decandrum,(Makino) Makino
Rhododendron decipiens,Lacaita
Rhododendron decorum,Franch.
Rhododendron delavayi,Franch.
Rhododendron dignabile,Cowan
Rhododendron dilatatum,Miq.
Rhododendron discolor,Franch.
Rhododendron durionifolium,Becc.
Rhododendron eastmanii,Kron & Creel
Rhododendron ebianense,M.Y.Fang
Rhododendron edanoi,Merr. & Quisumb.
Rhododendron erosum,Cowan
Rhododendron exasperatum,Tagg
Rhododendron excelsum,A.Chev.
Rhododendron faberi,Hemsl.
Rhododendron facetum,Balf. f. & Kingdon-Ward
Rhododendron falconeri,Hook.f.
Rhododendron fallacinum,Sleumer
Rhododendron faucium,D.F.Chamb.
Rhododendron flammeum,(Michx.) Sarg.
Rhododendron flavoflorum,T.L.Ming
Rhododendron flavoviride,J.J.Sm.
Rhododendron floribundum,Franch.
Rhododendron flosculum,W.P.Fang & G.Z.Li
Rhododendron formosanum,Hemsl.
Rhododendron fortunei,Lindl.
Rhododendron fuchsii,Sleumer
Rhododendron fulvum,Balf. f. & W.W. Sm.
Rhododendron galactinum,Balf.f. ex Tagg
Rhododendron gannanense,Z.C.Feng & X.G.Sun
Rhododendron glischroides,Tagg & Forrest
Rhododendron glischrum,Balf. f. & W.W. Sm.
Rhododendron grande,Wight
Rhododendron griffithianum,Wight
Rhododendron guangnanense,R.C.Fang
Rhododendron guihainianum,G.Z.Li
Rhododendron guizhouense,M.Y.Fang
Rhododendron hancockii,Hemsl.
Rhododendron hemsleyanum,E.H.Wilson
Rhododendron hirtipes,Tagg
Rhododendron hodgsonii,Hook.f.
Rhododendron hookeri,Nutt.
Rhododendron huanum,W.P. Fang
Rhododendron hunnewellianum,Rehder & E.H.Wilson
Rhododendron hylaeum,Balf.f. & Farrer
Rhododendron impositum,J.J.Sm.
Rhododendron inconspicuum,J.J.Sm.
Rhododendron irroratum,Franch.
Rhododendron javanicum,(Blume) Benn.
Rhododendron jinchangense,Z.H.Yang
Rhododendron kemulense,J.J.Sm.
Rhododendron kendrickii,Nutt.
Rhododendron kesangiae,D.G.Long & Rushforth
Rhododendron kochii,Stein
Rhododendron konori,Becc.
Rhododendron lacteum,Franch.
Rhododendron lambianum,Argent
Rhododendron lanigerum,Tagg
Rhododendron laojunshanense,M.Y. Fang
Rhododendron leptobrachion,Sleumer
Rhododendron leptopeplum,Balf. f. & Forrest
Rhododendron liboense,Zheng R.Chen & K.M.Lan
Rhododendron lochae,F.Muell.
Rhododendron longicalyx,M.Y.Fang
Rhododendron longilobum,L.M. Gao & D.Z. Li
Rhododendron longipes,Rehder & E.H.Wilson
Rhododendron lowei,Hook.f.
Rhododendron lukiangense,Franch.
Rhododendron lulangense,L.C. Hu & Tateishi
Rhododendron luraluense,Sleumer
Rhododendron macabeanum,Watt ex Balf.f.
Rhododendron macgregoriae,F.Muell.
Rhododendron mackenzianum,Forrest
Rhododendron maculiferum,Franch.
Rhododendron maddenii,Hook. f.
Rhododendron magnificum,Kingdon-Ward
Rhododendron magniflorum,W.K.Hu
Rhododendron malayanum,Jack
Rhododendron mallotum,Balf.f. & Kingdon-Ward
Rhododendron maoerense,W.P.Fang & G.Z.Li
Rhododendron mariesii,Hemsl. & E.H. Wilson
Rhododendron maximum,L.
Rhododendron megalanthum,M.Y. Fang
Rhododendron mengtszense,Balf. f. & W.W. Sm.
Rhododendron milleri,Argent
Rhododendron mindanaense,Merr.
Rhododendron mitriforme,P.C.Tam
Rhododendron mogeanum,Argent
Rhododendron monkoboense,Argent
Rhododendron monodii,(H.J.Lam) Argent
Rhododendron montiganum,T.L. Ming
Rhododendron montroseanum,Davidian
Rhododendron morii,Hayata
Rhododendron moulmainense,Hook.
Rhododendron multinervium,Sleumer
Rhododendron nhatrangense,Dop
Rhododendron nilagiricum,Zenker
Rhododendron niveum,Hook.f.
Rhododendron nudipes,Nakai
Rhododendron nuttallii,T.J.Booth ex Nutt.
Rhododendron nymphaeoides,W.K.Hu
Rhododendron ochraceum,Rehder & E.H.Wilson
Rhododendron oligocarpum,W.P.Fang & X.S.Zhang
Rhododendron orbiculare,Decne.
Rhododendron orbiculatum,Ridl.
Rhododendron oreodoxa,Franch.
Rhododendron oreogenum,L.C. Hu
Rhododendron oreotrephes,W.W. Sm.
Rhododendron pachyphyllum,W.P. Fang
Rhododendron pachypodum,Balf. f. & W.W. Sm.
Rhododendron pachytrichum,Franch.
Rhododendron papillatum,Balf.f. & R.E.Cooper
Rhododendron parishii,C.B.Clarke
Rhododendron parryae,Hutch.
Rhododendron pentaphyllum,Maxim.
Rhododendron periclymenoides,(Michx.) Shinners
Rhododendron pilostylum,W.K. Hu
Rhododendron pingbianense,M.Y. Fang
Rhododendron pingianum,W.P.Fang
Rhododendron platypodum,Diels
Rhododendron pleianthum,Sleumer
Rhododendron polyanthemum,Sleumer
Rhododendron polylepis,Franch.
